name,form,dose
PREZISTA,Tablet,600 MG
PREZISTA,Tablet,75 MG
PREZISTA,Tablet,150 MG
PREZISTA,Oral Suspension,100 MG/ML
PRIALT,VIAL,25 MCG/ML
PRIALT,VIAL,100 MCG/ML
PRIFTIN,Tablet,150 MG
PRILOHEAL PLUS 30,Cream (g),2.5 %-2.5%
PRILOHEAL PLUS 30,Kit,2.5 %-2.5%
PRILOSEC,SUSPDR PKT,10 MG
PRILOSEC,SUSPDR PKT,2.5 MG
PRILOSEC OTC,TABLET DR,20 MG
PRILOSEC OTC,CAPSULE DR,20 MG
PRILOVIX,Cream (g),2.5 %-2.5%
PRILOVIX,Kit,2.5 %-2.5%
PRILOVIX LITE PLUS,Cream (g),2.5 %-2.5%
PRILOVIX LITE PLUS,Kit,2.5 %-2.5%
PRILOVIX PLUS,Cream (g),2.5 %-2.5%
PRILOVIX PLUS,Kit,2.5 %-2.5%
PRILOVIX ULTRALITE PLUS,Cream (g),2.5 %-2.5%
PRILOVIX ULTRALITE PLUS,Kit,2.5 %-2.5%
PRIMAQUINE,Tablet,26.3 MG
PRIMATENE ASTHMA,Tablet,200-12.5MG
PRIMATENE MIST,HFA AER AD,0.125 MG
PRIMAXIN,VIAL,500 MG
PRIMIDONE,Tablet,250 MG
PRIMIDONE,Tablet,50 MG
PRIMLEV,Tablet,5 MG-300MG
PRIMLEV,Tablet,7.5-300 MG
PRIMLEV,Tablet,10MG-300MG
PRIMSOL,Solution,50 MG/5 ML
PRISTIQ,Tablet ER 24H,50 MG
PRISTIQ,Tablet ER 24H,100 MG
PRISTIQ,Tablet ER 24H,25 MG
PRIVIGEN,VIAL,10 %
PRO DNA COLLECTION,Kit,20 MG/ML
PRO DNA MEDICATED COLLECTION,Kit,20 MG/ML
PRO FE,Capsule,180 MG
PROAIR DIGIHALER,AER PW BAS,90 MCG
PROAIR RESPICLICK,AER POW BA,90 MCG
PROBENECID,Tablet,500 MG
PROBENECID-COLCHICINE,Tablet,500-0.5 MG
PROCAINAMIDE HCL,VIAL,100 MG/ML
PROCAINAMIDE HCL,VIAL,500 MG/ML
PROCAINAMIDE HCL,Syringe,100 MG/ML
PROCARDIA XL,TAB ER,30 MG
PROCARDIA XL,TAB ER,60 MG
PROCARDIA XL,TAB ER,90 MG
PROCENTRA,Solution,5 MG/5 ML
PROCHLORPERAZINE,SUPP.RECT,25 MG
PROCHLORPERAZINE EDISYLATE,VIAL,10 MG/2 ML
PROCHLORPERAZINE EDISYLATE,VIAL,5 MG/ML
PROCHLORPERAZINE MALEATE,Tablet,10 MG
PROCHLORPERAZINE MALEATE,Tablet,5 MG
PROCORT,CREAM/APPL,1.85-1.15%
PROCRIT,VIAL,40000/ML
PROCRIT,VIAL,4000/ML
PROCRIT,VIAL,10000/ML
PROCRIT,VIAL,20000/ML
PROCRIT,VIAL,20000/2ML
PROCRIT,VIAL,2000/ML
PROCRIT,VIAL,3000/ML
PROCTO-MED HC,CRM/PE APP,2.5 %
PROCTO-PAK,CRM/PE APP,1 %
PROCTOCORT,SUPP.RECT,25 MG
PROCTOCORT,SUPP.RECT,30 MG
PROCTOCORT,Cream (g),1 %
PROCTOCORT,Cream (g),0.5 %
PROCTOFOAM-HC,Foam,1 %-1 %
PROCTOSOL-HC,CRM/PE APP,2.5 %
PROCTOZONE-HC,CRM/PE APP,2.5 %
PROCYSBI,CAP DR SPR,25 MG
PROCYSBI,CAP DR SPR,75 MG
PROCYSBI,GRANDR PKT,75 MG
PROCYSBI,GRANDR PKT,300 MG
PROFERRIN,Tablet,12 MG
PROFILNINE,VIAL,1000 (+/-)
PROFILNINE,VIAL,500 (+/-)
PROFILNINE,VIAL,1500 (+/-)
PROFINAC,Kit,1.5 %
PROGESTERONE,Capsule,200 MG
PROGESTERONE,Capsule,100 MG
PROGESTERONE,VIAL,50 MG/ML
PROGLYCEM,Oral Suspension,50 MG/ML
PROGRAF,Ointment,0.1 %
PROGRAF,Ointment,0.03 %
PROGRAF,Capsule,1 MG
PROGRAF,Capsule,0.5 MG
PROGRAF,Capsule,5 MG
PROHANCE,VIAL,279.3MG/ML
PROHANCE,Syringe,279.3MG/ML
PROHANCE MULTIPACK,VIAL,279.3MG/ML
PROLASTIN C,VIAL,1000 MG
PROLASTIN C,VIAL,1000 MG/20
PROLATE,Tablet,10MG-300MG
PROLATE,Tablet,5 MG-300MG
PROLATE,Tablet,7.5-300 MG
PROLATE,Solution,10-300MG/5
PROLENSA,Drops,0.07 %
PROLEUKIN,VIAL,22MM UNIT
PROLIA,Syringe,60 MG/ML
PROMACTA,Tablet,50 MG
PROMACTA,Tablet,75 MG
PROMACTA,Tablet,25 MG
PROMACTA,Tablet,12.5 MG
PROMACTA,POWD PACK,25 MG
PROMACTA,POWD PACK,12.5 MG
PROMETHAZINE HCL,Tablet,25 MG
PROMETHAZINE HCL,Tablet,12.5 MG
PROMETHAZINE HCL,Tablet,50 MG
PROMETHAZINE HCL,SYRUP,6.25MG/5ML
PROMETHAZINE HCL,SUPP.RECT,25 MG
PROMETHAZINE HCL,SUPP.RECT,12.5 MG
PROMETHAZINE HCL,SUPP.RECT,50 MG
PROMETHAZINE HCL,VIAL,25 MG/ML
PROMETHAZINE HCL,VIAL,50 MG/ML
PROMETHAZINE HCL,AMPUL,25 MG/ML
PROMETHAZINE HCL,AMPUL,50 MG/ML
PROMETHAZINE VC,SYRUP,5-6.25MG/5
PROMETHAZINE VC-CODEINE,SYRUP,6.25-5-10
PROMETHAZINE-CODEINE,SYRUP,6.25-10/5
PROMETHAZINE-PHENYLEPH-CODEINE,SYRUP,6.25-5-10
PROMETHAZINE-PHENYLEPHRINE,SYRUP,5-6.25MG/5
PROMETHEGAN,SUPP.RECT,25 MG
PROMETHEGAN,SUPP.RECT,12.5 MG
PROMETHEGAN,SUPP.RECT,50 MG
PROMETRIUM,Capsule,200 MG
PROMETRIUM,Capsule,100 MG
PROMETRIUM,VIAL,50 MG/ML
PROMOLAXIN,Tablet,100 MG
PROMOLAXIN,Capsule,100 MG
PROMOLAXIN,Capsule,250 MG
PROPAFENONE HCL,Tablet,150 MG
PROPAFENONE HCL,Tablet,225 MG
PROPAFENONE HCL,Tablet,300 MG
PROPAFENONE HCL ER,Capsule ER 12H,225 MG
PROPAFENONE HCL ER,Capsule ER 12H,325 MG
PROPAFENONE HCL ER,Capsule ER 12H,425 MG
PROPARACAINE HCL,Drops,0.5 %
PROPECIA,Tablet,1 MG
PROPECIA,Tablet,5 MG
PROPOFOL,VIAL,10 MG/ML
PROPOVEN (EUA),VIAL,2000MG/100
PROPRANOLOL HCL,Tablet,10 MG
PROPRANOLOL HCL,Tablet,20 MG
PROPRANOLOL HCL,Tablet,40 MG
PROPRANOLOL HCL,Tablet,60 MG
PROPRANOLOL HCL,Tablet,80 MG
PROPRANOLOL HCL,Solution,20 MG/5 ML
PROPRANOLOL HCL,Solution,40MG/5ML
PROPRANOLOL HCL,VIAL,1 MG/ML
PROPRANOLOL HCL ER,CAP SA 24H,60 MG
PROPRANOLOL HCL ER,CAP SA 24H,80 MG
PROPRANOLOL HCL ER,CAP SA 24H,120 MG
PROPRANOLOL HCL ER,CAP SA 24H,160 MG
PROPRANOLOL-HYDROCHLOROTHIAZID,Tablet,40 MG-25MG
PROPRANOLOL-HYDROCHLOROTHIAZID,Tablet,80 MG-25MG
PROPYLTHIOURACIL,Tablet,50 MG
PROQUAD,VIAL,3-4.3-3
PROSCAR,Tablet,1 MG
PROSCAR,Tablet,5 MG
PROSTIN VR PEDIATRIC,AMPUL,500 MCG/ML
PROTAMINE SULFATE,VIAL,10 MG/ML
PROTONIX,TABLET DR,40 MG
PROTONIX,TABLET DR,20 MG
PROTONIX,GRANPKT DR,40 MG
PROTONIX,VIAL,40 MG
PROTONIX IV,TABLET DR,40 MG
PROTONIX IV,TABLET DR,20 MG
PROTONIX IV,GRANPKT DR,40 MG
PROTONIX IV,VIAL,40 MG
PROTOPIC,Ointment,0.1 %
PROTOPIC,Ointment,0.03 %
PROTOPIC,Capsule,1 MG
PROTOPIC,Capsule,0.5 MG
PROTOPIC,Capsule,5 MG
PROTRIPTYLINE HCL,Tablet,10 MG
PROTRIPTYLINE HCL,Tablet,5 MG
PROVAYBLUE,AMPUL,50 MG/10ML
PROVAYBLUE,VIAL,50 MG/10ML
PROVENGE,PLAST. BAG,50 MM/250
PROVENTIL HFA,HFA AER AD,90 MCG
PROVERA,Tablet,10 MG
PROVERA,Tablet,2.5 MG
PROVERA,Tablet,5 MG
PROVERA,VIAL,150 MG/ML
PROVERA,Syringe,150 MG/ML
PROVIGIL,Tablet,200 MG
PROVIGIL,Tablet,100 MG
PROVISC,Syringe,10 MG/ML
PROVOCHOLINE,VIAL-NEB,100 MG
PROVOCHOLINE,VIAL-NEB,0-48MG/3ML
PROZAC,Capsule,40 MG
PROZAC,Capsule,20 MG
PROZAC,Capsule,10 MG
PROZAC,Tablet,10 MG
PROZAC,Tablet,20 MG
PROZAC,Tablet,60 MG
PROZAC,Solution,20 MG/5 ML
PRUDOXIN,Cream (g),5 %
PSEUDOEPHEDRINE ER,Tablet,120 MG
PSEUDOEPHEDRINE HCL,Tablet,30 MG
PSEUDOEPHEDRINE HCL,Tablet,60 MG
PSORIASIS MEDICATED,Shampoo,3 %
PSYLLIUM FIBER,Capsule,0.4 G
PSYLLIUM FIBER,Capsule,0.52G
PULMICORT,AMPUL-NEB,0.5 MG/2ML
PULMICORT,AMPUL-NEB,0.25MG/2ML
PULMICORT,AMPUL-NEB,1 MG/2 ML
PULMICORT,SPRAY/PUMP,32 MCG
PULMICORT FLEXHALER,AER POW BA,180 MCG
PULMICORT FLEXHALER,AER POW BA,90 MCG
PULMOSAL,TABLET SOL,1000 MG
PULMOSAL,VIAL-NEB,0.9 %
PULMOSAL,VIAL-NEB,3 %
PULMOSAL,VIAL-NEB,7 %
PULMOSAL,VIAL-NEB,10 %
PULMOSAL,Drops,5 %
PULMOSAL,IRRIG SOLN,0.9 %
PULMOSAL,VIAL,0.9 %
PULMOSAL,VIAL,4 MEQ/ML
PULMOSAL,VIAL,2.5 MEQ/ML
PULMOSAL,Ointment,5 %
PULMOSAL,IV SOLN,0.9 %
PULMOSAL,IV SOLN,3 %
PULMOSAL,IV SOLN,0.45 %
PULMOSAL,IV SOLN,5 %
PULMOSAL,Syringe,0.9 %
PULMOSAL,Syringe,4 MEQ/ML
PULMOSAL,PGGYBK PRT,Not Applicable
PULMOSAL,Solution,234 MG/ML
PULMOSAL,PGY VL PRT,Not Applicable
PULMOSAL,CARTRIDGE,0.9 %
PULMOZYME,Solution,1 MG/ML
PURE AND GENTLE SALINE ENEMA,ENEMA,19G-7G/118
PURE AND GENTLE SALINE ENEMA,ENEMA,19G-7G/197
PURELAX,POWD PACK,17 G
PURELAX,Powder,17 G/DOSE
PURIXAN,Oral Suspension,20 MG/ML
PYLERA,Capsule,125-125 MG
PYRAZINAMIDE,Tablet,500 MG
PYRIDIUM,Tablet,200 MG
PYRIDIUM,Tablet,100 MG
PYRIDIUM,Tablet,95 MG
PYRIDOSTIGMINE BROMIDE,Tablet,60 MG
PYRIDOSTIGMINE BROMIDE,Tablet,30 MG
PYRIDOSTIGMINE BROMIDE,Solution,60 MG/5 ML
PYRIDOSTIGMINE BROMIDE ER,Tablet,180 MG
PYRIDOXINE HCL,Tablet,50 MG
PYRIDOXINE HCL,Tablet,25 MG
PYRIDOXINE HCL,Tablet,500 MG
PYRIDOXINE HCL,Tablet,250 MG
PYRIDOXINE HCL,VIAL,100 MG/ML
PYRIMETHAMINE,Tablet,25 MG
PYRUKYND,Tablet,20 MG
PYRUKYND,Tablet,50 MG
PYRUKYND,Tablet,5 MG
PYRUKYND,TAB DS PK,20 MG-5 MG
PYRUKYND,TAB DS PK,50 MG-20MG
Q-SORB CO Q-10,Capsule,200 MG
Q-SORB CO Q-10,Capsule,100 MG
Q-SORB CO Q-10,Capsule,150 MG
QBRELIS,Solution,1 MG/ML
QBREXZA,TOWELETTE,2.4 %
QDOLO,Tablet,50 MG
QDOLO,Tablet,100 MG
QDOLO,Solution,5 MG/ML
QELBREE,Capsule ER 24H,200 MG
QELBREE,Capsule ER 24H,100 MG
QELBREE,Capsule ER 24H,150 MG
QINLOCK,Tablet,50 MG
QNASL,HFA AER AD,80 MCG
QNASL CHILDREN,HFA AER AD,40 MCG
QSYMIA,CPMP 24HR,7.5MG-46MG
QSYMIA,CPMP 24HR,3.75-23 MG
QSYMIA,CPMP 24HR,15 MG-92MG
QSYMIA,CPMP 24HR,11.25-69MG
QTERN,Tablet,10 MG-5 MG
QTERN,Tablet,5 MG-5 MG
QUADRACEL DTAP-IPV,VIAL,15-20-20
QUADRACEL DTAP-IPV,VIAL,15-48-5-62
QUADRACEL DTAP-IPV,Syringe,15-48-5-62
QUALAQUIN,Capsule,324 MG
QUARTETTE,TBDSPK 3MO,150-30(84)
QUARTETTE,TBDSPK 3MO,100-20(84)
QUARTETTE,TBDSPK 3MO,0.15MG(84)
QUAZEPAM,Tablet,15 MG
QUDEXY XR,CAP SPR 24,25 MG
QUDEXY XR,CAP SPR 24,50 MG
QUDEXY XR,CAP SPR 24,100 MG
QUDEXY XR,CAP SPR 24,150 MG
QUDEXY XR,CAP SPR 24,200 MG
QUDEXY XR,Capsule ER 24H,25 MG
QUDEXY XR,Capsule ER 24H,100 MG
QUDEXY XR,Capsule ER 24H,50 MG
QUELICIN,VIAL,20 MG/ML
QUELICIN,Syringe,100 MG/5ML
QUELICIN,Syringe,200MG/10ML
QUELICIN,Syringe,140 MG/7ML
QUESTRAN,POWD PACK,4 G
QUESTRAN,Powder,4 G
QUESTRAN LIGHT,POWD PACK,4 G
QUESTRAN LIGHT,Powder,4 G
QUETIAPINE FUMARATE,Tablet,25 MG
QUETIAPINE FUMARATE,Tablet,50 MG
QUETIAPINE FUMARATE,Tablet,100 MG
QUETIAPINE FUMARATE,Tablet,200 MG
QUETIAPINE FUMARATE,Tablet,400 MG
QUETIAPINE FUMARATE,Tablet,300 MG
QUETIAPINE FUMARATE,Tablet,150 MG
QUETIAPINE FUMARATE ER,Tablet ER 24H,50 MG
QUETIAPINE FUMARATE ER,Tablet ER 24H,300 MG
QUETIAPINE FUMARATE ER,Tablet ER 24H,200 MG
QUETIAPINE FUMARATE ER,Tablet ER 24H,150 MG
QUETIAPINE FUMARATE ER,Tablet ER 24H,400 MG
QUILLICHEW ER,TAB CBP24H,20 MG
QUILLICHEW ER,TAB CBP24H,40 MG
QUILLICHEW ER,TAB CBP24H,30 MG
QUILLIVANT XR,SU ER RC24,5 MG/ML
QUINAPRIL HCL,Tablet,40 MG
QUINAPRIL HCL,Tablet,20 MG
QUINAPRIL HCL,Tablet,10 MG
QUINAPRIL HCL,Tablet,5 MG
QUINAPRIL-HYDROCHLOROTHIAZIDE,Tablet,20-12.5 MG
QUINAPRIL-HYDROCHLOROTHIAZIDE,Tablet,20 MG-25MG
QUINAPRIL-HYDROCHLOROTHIAZIDE,Tablet,10-12.5MG
QUINIDINE GLUCONATE,Tablet,324 MG
QUINIDINE SULFATE,Tablet,300 MG
QUINIDINE SULFATE,Tablet,200 MG
QUININE SULFATE,Capsule,324 MG
QUINJA,Gel,1.25%-1%
QUIT 2,GUM,2 MG
QUIT 2,LOZENGE,2 MG
QUIT 4,GUM,4 MG
QUIT 4,LOZENGE,4 MG
QULIPTA,Tablet,60 MG
QULIPTA,Tablet,30 MG
QULIPTA,Tablet,10 MG
QUTENZA,Kit,8 %
QUVIVIQ,Tablet,25 MG
QUVIVIQ,Tablet,50 MG
QUZYTTIR,VIAL,10 MG/ML
QVAR REDIHALER,HFA AEROBA,40 MCG
QVAR REDIHALER,HFA AEROBA,80 MCG
RABAVERT,VIAL,2.5 UNIT
RABEPRAZOLE SODIUM,TABLET DR,20 MG
RABEPRAZOLE SODIUM,CAP DR SPR,10 MG
RADICAVA,PIGGYBACK,30MG/100ML
RADICAVA ORS,Oral Suspension,105 MG/5ML
RAGWITEK,Subligual Tab,12 UNIT
RALOXIFENE HCL,Tablet,60 MG
RAMELTEON,Tablet,8 MG
RAMIPRIL,Capsule,10 MG
RAMIPRIL,Capsule,5 MG
RAMIPRIL,Capsule,2.5 MG
RAMIPRIL,Capsule,1.25 MG
RANEXA,Tablet ER 12H,500 MG
RANEXA,Tablet ER 12H,1000 MG
RANOLAZINE ER,Tablet ER 12H,500 MG
RANOLAZINE ER,Tablet ER 12H,1000 MG
RAPAFLO,Capsule,8 MG
RAPAFLO,Capsule,4 MG
RAPAMUNE,Tablet,1 MG
RAPAMUNE,Tablet,2 MG
RAPAMUNE,Tablet,0.5 MG
RAPAMUNE,Solution,1 MG/ML
RAPIVAB,VIAL,200MG/20ML
RASAGILINE MESYLATE,Tablet,1 MG
RASAGILINE MESYLATE,Tablet,0.5 MG
RASUVO,AUTO INJCT,15MG/0.3ML
RASUVO,AUTO INJCT,20MG/0.4ML
RASUVO,AUTO INJCT,7.5MG/0.15
RASUVO,AUTO INJCT,25MG/0.5ML
RASUVO,AUTO INJCT,12.5/0.25
RASUVO,AUTO INJCT,10MG/0.2ML
RASUVO,AUTO INJCT,17.5/0.35
RASUVO,AUTO INJCT,22.5/0.45
RASUVO,AUTO INJCT,30MG/0.6ML
RAVICTI,Liquid,1.1GRAM/ML
RAYALDEE,CAP SA 24H,30 MCG
RAYOS,TABLET DR,5 MG
RAYOS,TABLET DR,1 MG
RAYOS,TABLET DR,2 MG
RAZADYNE ER,CAP24H PEL,8 MG
RAZADYNE ER,CAP24H PEL,16 MG
RAZADYNE ER,CAP24H PEL,24 MG
READI-CAT 2,Oral Suspension,2 % (W/V)
READI-CAT 2,Oral Suspension,2 %
READY TO USE ENEMA,ENEMA,Not Applicable
REALHEAL-I,Cream (g),2.5 %-2.5%
REALHEAL-I,Kit,2.5 %-2.5%
REALLIEF GEL-I,Kit,30%-10%-4%
REBIF,Syringe,22MCG/.5ML
REBIF,Syringe,44MCG/.5ML
REBIF,Syringe,8.8-22(6)
REBIF REBIDOSE,PEN INJCTR,44MCG/.5ML
REBIF REBIDOSE,PEN INJCTR,8.8-22(6)
REBIF REBIDOSE,PEN INJCTR,22MCG/.5ML
REBLOZYL,VIAL,25 MG
REBLOZYL,VIAL,75 MG
REBYOTA,ENEMA,150 ML
RECARBRIO,VIAL,1.25 G
RECLAST,PGGYBK BTL,5 MG/100ML
RECLAST,PGGYBK BTL,4 MG/100ML
RECLAST,VIAL,4 MG/5 ML
RECLAST,VIAL,4 MG
RECLAST,PIGGYBACK,4 MG/100ML
RECLAST,PIGGYBACK,5 MG/100ML
RECLIPSEN,Tablet,0.15-0.03
RECOMBINATE,VIAL,250 (+/-)
RECOMBINATE,VIAL,1000 (+/-)
RECOMBINATE,VIAL,500 (+/-)
RECOMBINATE,VIAL,2000 (+/-)
RECOMBINATE,VIAL,1500 (+/-)
RECOMBIVAX HB,Syringe,10 MCG/ML
RECOMBIVAX HB,Syringe,5MCG/0.5ML
RECOMBIVAX HB,VIAL,10 MCG/ML
RECOMBIVAX HB,VIAL,40 MCG/ML
RECOMBIVAX HB,VIAL,5MCG/0.5ML
RECORLEV,Tablet,150 MG
RECOTHROM,VIAL,5000 UNIT
RECOTHROM,VIAL,20000 UNIT
RECTASMOOTHE,Cream (g),5 %
RECTICARE,Cream (g),5 %
RECTIV,Ointment,0.4% (W/W)
REDITREX,Syringe,25 MG/ML
REDITREX,Syringe,12.5MG/0.5
REDITREX,Syringe,20MG/0.8ML
REDITREX,Syringe,7.5MG/.3ML
REDITREX,Syringe,10MG/0.4ML
REDITREX,Syringe,15MG/0.6ML
REDITREX,Syringe,17.5MG/0.7
REDITREX,Syringe,22.5MG/0.9
REFENESEN,Tablet,400 MG
REFENESEN DM,Tablet,400MG-20MG
REFENESEN PE,Tablet,400MG-10MG
REFISSA,Cream (g),0.05 %
REGLAN,Tablet,10 MG
REGLAN,Tablet,5 MG
REGLAN,Solution,5 MG/5 ML
REGLAN,Solution,10 MG/10ML
REGLAN,VIAL,5 MG/ML
REGLAN,Syringe,10 MG/2 ML
REGONOL,AMPUL,5 MG/ML
REGRANEX,Gel,0.01 %
RELADOR PAK,Cream (g),2.5 %-2.5%
RELADOR PAK,Kit,2.5 %-2.5%
RELADOR PAK PLUS,Cream (g),2.5 %-2.5%
RELADOR PAK PLUS,Kit,2.5 %-2.5%
RELAFEN DS,Tablet,1000 MG
RELENZA,BLST W/DEV,5 MG
RELEUKO,VIAL,300 MCG/ML
RELEUKO,VIAL,480MCG/1.6
RELEUKO,Syringe,300MCG/0.5
RELEUKO,Syringe,480MCG/0.8
RELEXXII,TAB ER 24,72 MG
RELEXXII,TAB ER 24,45 MG
RELEXXII,TAB ER 24,63 MG
RELISTOR,Tablet,150 MG
RELISTOR,Syringe,12MG/0.6ML
RELISTOR,Syringe,8 MG/0.4ML
RELISTOR,VIAL,12MG/0.6ML
RELPAX,Tablet,40 MG
RELPAX,Tablet,20 MG
RELTONE,Tablet,250 MG
RELTONE,Tablet,500 MG
RELTONE,Capsule,300 MG
RELTONE,Capsule,200 MG
RELTONE,Capsule,400 MG
RELYVRIO,POWD PACK,3 G-1 G
REMDESIVIR (EUA),VIAL,100 MG
REMDESIVIR (EUA),VIAL,100MG/20ML
REMERON,Tablet,15 MG
REMERON,Tablet,7.5 MG
REMERON,Tablet,30 MG
REMERON,Tablet,45 MG
REMERON,TAB RAPDIS,15 MG
REMERON,TAB RAPDIS,30 MG
REMERON,TAB RAPDIS,45 MG
REMICADE,VIAL,100 MG
REMODULIN,VIAL,1 MG/ML
REMODULIN,VIAL,2.5 MG/ML
REMODULIN,VIAL,5 MG/ML
REMODULIN,VIAL,10 MG/ML
RENACIDIN,IRRIG SOLN,1.9806G/30
RENAGEL,Tablet,800 MG
RENAGEL,Tablet,400 MG
RENFLEXIS,VIAL,100 MG
RENOVA,Cream (g),0.02 %
RENOVA PUMP,Cream (g),0.02 %
RENVELA,Tablet,800 MG
RENVELA,POWD PACK,0.8 G
RENVELA,POWD PACK,2.4 G
REPAGLINIDE,Tablet,1 MG
REPAGLINIDE,Tablet,2 MG
REPAGLINIDE,Tablet,0.5 MG
REPAGLINIDE-METFORMIN HCL,Tablet,1MG-500MG
REPAGLINIDE-METFORMIN HCL,Tablet,2 MG-500MG
REPATHA PUSHTRONEX,WEAR INJCT,420 MG/3.5
REPATHA SURECLICK,PEN INJCTR,140 MG/ML
REPATHA SYRINGE,Syringe,140 MG/ML
RESCON-DM,Liquid,2-30-10/5
RESCON-GG,Liquid,100-5 MG/5
RESTASIS,DROPERETTE,0.05 %
RESTASIS MULTIDOSE,Drops,0.05 %
RESTORA RX,Capsule,60-1.25 MG
RESTORE PLUS,DROPERETTE,0.5 %
RESTORE PM,Ointment,42.5-57.3%
RESTORIL,Capsule,15 MG
RESTORIL,Capsule,30 MG
RESTORIL,Capsule,7.5 MG
RESTORIL,Capsule,22.5 MG
RETACRIT,VIAL,10000/ML
RETACRIT,VIAL,20000/ML
RETACRIT,VIAL,4000/ML
RETACRIT,VIAL,2000/ML
RETACRIT,VIAL,40000/ML
RETACRIT,VIAL,20000/2ML
RETACRIT,VIAL,3000/ML
RETEVMO,Capsule,80 MG
RETEVMO,Capsule,40 MG
RETHYMIC,IMPLANT,Not Applicable
RETIN-A,Cream (g),0.05 %
RETIN-A,Cream (g),0.025 %
RETIN-A,Cream (g),0.1 %
RETIN-A,Gel,0.025 %
RETIN-A,Gel,0.05 %
RETIN-A,Gel,0.01 %
RETIN-A,Capsule,10 MG
RETIN-A MICRO,Gel,0.1 %
RETIN-A MICRO,Gel,0.04 %
RETIN-A MICRO,GEL W/PUMP,0.04 %
RETIN-A MICRO,GEL W/PUMP,0.1 %
RETIN-A MICRO PUMP,GEL W/PUMP,0.08 %
RETIN-A MICRO PUMP,GEL W/PUMP,0.06 %
RETIN-A MICRO PUMP,GEL W/PUMP,0.04 %
RETIN-A MICRO PUMP,GEL W/PUMP,0.1 %
RETISERT,IMPLANT,0.59 MG
RETROVIR,SYRUP,10 MG/ML
RETROVIR,Capsule,100 MG
RETROVIR,Tablet,300 MG
REVATIO,Tablet,100 MG
REVATIO,Tablet,20 MG
REVATIO,Tablet,50 MG
REVATIO,Tablet,25 MG
REVATIO,Oral Suspension,10 MG/ML
REVATIO,VIAL,10 MG/12.5
REVCOVI,VIAL,2.4 MG/1.5
REVLIMID,Capsule,10 MG
REVLIMID,Capsule,5 MG
REVLIMID,Capsule,25 MG
REVLIMID,Capsule,20 MG
REVLIMID,Capsule,15 MG
REVLIMID,Capsule,2.5 MG
REVONTO,VIAL,20 MG
REXULTI,Tablet,1 MG
REXULTI,Tablet,0.5 MG
REXULTI,Tablet,2 MG
REXULTI,Tablet,0.25 MG
REXULTI,Tablet,3 MG
REXULTI,Tablet,4 MG
REYATAZ,Capsule,150 MG
REYATAZ,Capsule,200 MG
REYATAZ,Capsule,300 MG
REYVOW,Tablet,100 MG
REYVOW,Tablet,50 MG
REZIPRES,AMPUL,23.5MG/5ML
REZLIDHIA,Capsule,150 MG
REZUROCK,Tablet,200 MG
RHOFADE,Cream (g),1 %
RHOGAM ULTRA-FILTERED PLUS,Syringe,1500 UNIT
RHOPHYLAC,Syringe,1500/2 ML
RHOPRESSA,Drops,0.02 %
RIABNI,VIAL,10 MG/ML
RIASTAP,VIAL,900-1300MG
RIAX,Foam,5.5 %
RIAX,Foam,9.5 %
RIAX,TOWELETTE,9.5 %
RIBAVIRIN,Capsule,200 MG
RIBAVIRIN,Tablet,200 MG
RIBAVIRIN,VIAL-NEB,6 G
RID,Shampoo,4%-0.33%
RID,Kit,4-.33-.5%
RID,SPRAY,0.5 %
RIDAURA,Capsule,3 MG
RIFABUTIN,Capsule,150 MG
RIFADIN,Capsule,300 MG
RIFADIN,Capsule,150 MG
RIFADIN,VIAL,600 MG
RIFAMPIN,Capsule,300 MG
RIFAMPIN,Capsule,150 MG
RIFAMPIN,VIAL,600 MG
RILUTEK,Tablet,50 MG
RILUZOLE,Tablet,50 MG
RIMANTADINE HCL,Tablet,100 MG
RIMSO-50,Solution,50 %
RINGWORM,Cream (g),1 %
RINVOQ,Tablet ER 24H,15 MG
RINVOQ,Tablet ER 24H,45 MG
RINVOQ,Tablet ER 24H,30 MG
RIOMET,Tablet,500 MG
RIOMET,Tablet,1000 MG
RIOMET,Tablet,850 MG
RIOMET,Tablet,625 MG
RIOMET,Solution,500 MG/5ML
RISEDRONATE SODIUM,Tablet,150 MG
RISEDRONATE SODIUM,Tablet,35 MG
RISEDRONATE SODIUM,Tablet,5 MG
RISEDRONATE SODIUM,Tablet,30 MG
RISEDRONATE SODIUM DR,TABLET DR,35 MG
RISPERDAL,Tablet,0.25 MG
RISPERDAL,Tablet,1 MG
RISPERDAL,Tablet,0.5 MG
RISPERDAL,Tablet,2 MG
RISPERDAL,Tablet,3 MG
RISPERDAL,Tablet,4 MG
RISPERDAL,Solution,1 MG/ML
RISPERDAL,Syringe,1 MG/ML
RISPERDAL,Syringe,2 MG/2 ML
RISPERDAL,Syringe,3 MG/3 ML
RISPERDAL CONSTA,VIAL,50 MG/2 ML
RISPERDAL CONSTA,VIAL,25 MG/2 ML
RISPERDAL CONSTA,VIAL,37.5MG/2ML
RISPERDAL CONSTA,VIAL,12.5MG/2ML
RISPERIDONE,Tablet,0.25 MG
RISPERIDONE,Tablet,1 MG
RISPERIDONE,Tablet,0.5 MG
RISPERIDONE,Tablet,2 MG
RISPERIDONE,Tablet,3 MG
RISPERIDONE,Tablet,4 MG
RISPERIDONE,Solution,1 MG/ML
RISPERIDONE,Syringe,1 MG/ML
RISPERIDONE,Syringe,2 MG/2 ML
RISPERIDONE,Syringe,3 MG/3 ML
