name,form
ERYTHROMYCIN ETHYLSUCCINATE,Oral Suspension
ERYTHROMYCIN ETHYLSUCCINATE,Tablet
ERYTHROMYCIN LACTOBIONATE,VIAL
ERYTHROMYCIN STEARATE,Tablet
ERYTHROMYCIN-BENZOYL PEROXIDE,Gel
ESBRIET,Capsule
ESBRIET,Tablet
ESCITALOPRAM OXALATE,Tablet
ESCITALOPRAM OXALATE,Solution
ESGIC,Tablet
ESGIC,Capsule
ESMOLOL HCL,VIAL
ESMOLOL HCL-SODIUM CHLORIDE,IV SOLN
ESMOLOL HCL-WATER,IV SOLN
ESOMEPRAZOLE MAGNESIUM,CAPSULE DR
ESOMEPRAZOLE MAGNESIUM,SUSPDR PKT
ESOMEPRAZOLE MAGNESIUM,TABLET DR
ESOMEPRAZOLE SODIUM,VIAL
ESPEROCT,VIAL
ESTARYLLA,Tablet
ESTAZOLAM,Tablet
ESTRACE,CREAM/APPL
ESTRACE,Tablet
ESTRACE,GEL PACKET
ESTRACE,PELLET(EA)
ESTRADIOL,CREAM/APPL
ESTRADIOL,Tablet
ESTRADIOL,GEL PACKET
ESTRADIOL,PELLET(EA)
ESTRADIOL (ONCE WEEKLY),Patch 
ESTRADIOL (TWICE WEEKLY),PATCH TDSW
ESTRADIOL VALERATE,VIAL
ESTRADIOL-NORETHINDRONE ACETAT,Tablet
ESTRING,VAG RING
ESTROGEL,GEL MD PMP
ESTROGEN-METHYLTESTOSTERONE,Tablet
ESZOPICLONE,Tablet
ETESEVIMAB (EUA),VIAL
ETHACRYNATE SODIUM,VIAL
ETHACRYNIC ACID,Tablet
ETHAMBUTOL HCL,Tablet
ETHAMOLIN,AMPUL
ETHOSUXIMIDE,Solution
ETHOSUXIMIDE,Capsule
ETHYNODIOL-ETHINYL ESTRADIOL,Tablet
ETHYOL,VIAL
ETODOLAC,Tablet
ETODOLAC,Capsule
ETODOLAC ER,Tablet ER 24H
ETOMIDATE,VIAL
ETONOGESTREL-ETHINYL ESTRADIOL,VAG RING
ETOPOPHOS,VIAL
ETOPOSIDE,Capsule
ETOPOSIDE,VIAL
ETRAVIRINE,Tablet
EUCRISA,Ointment
EUFLEXXA,Syringe
EULEXIN,Capsule
EURAX,Cream (g)
EURAX,Lotion
EUTHYROX,Tablet
EVAC-U-GEN,Tablet
EVAC-U-GEN,SYRUP
EVAC-U-GEN,Capsule
EVAMIST,SPRAY
EVEKEO,Tablet
EVEKEO ODT,TAB RAPDIS
EVENITY,Syringe
EVENITY (2 SYRINGES),Syringe
EVEROLIMUS,Tablet
EVEROLIMUS,TAB SUSP
EVISTA,Tablet
EVKEEZA,VIAL
EVOCLIN,Lotion
EVOCLIN,Gel
EVOCLIN,Solution
EVOCLIN,CREAM/APPL
EVOCLIN,MED. SWAB
EVOCLIN,GEL DAILY
EVOCLIN,Foam
EVOCLIN,VIAL
EVOMELA,VIAL
EVOTAZ,Tablet
EVOXAC,Capsule
EVRYSDI,SOLN RECON
EVUSHELD (EUA),VIAL
EX-LAX,Chewable Tablet
EX-LAX MAXIMUM STRENGTH,Tablet
EXCEDRIN EXTRA STRENGTH,Tablet
EXCEDRIN MIGRAINE,Tablet
EXCEDRIN TENSION HEADACHE,Tablet
EXELDERM,Solution
EXELDERM,Cream (g)
EXELON,Patch
EXELON,Capsule
EXEMESTANE,Tablet
EXFORGE,Tablet
EXFORGE HCT,Tablet
EXJADE,Tablet
EXJADE,TAB DISPER
EXJADE,GRAN PACK
EXKIVITY,Capsule
EXONDYS-51,VIAL
EXPAREL,VIAL
EXPECTORANT,Tablet
EXPECTORANT,Liquid
EXPECTORANT COUGH SYRUP,Liquid
EXPECTORANT DM,SYRUP
EXPECTORANT DM,Liquid
EXPECTORANT DM,Tablet
EXSERVAN,FILM
EXTAVIA,VIAL
EXTAVIA,Kit
EXTINA,Shampoo
EXTINA,Cream (g)
EXTINA,Tablet
EXTINA,Foam
EXTRAPRIN,Tablet
EYE ALLERGY ITCH RELIEF,Drops
EYE ALLERGY ITCH-REDNESS RLF,Drops
EYE ALLERGY RELIEF,Drops
EYE DROPS,Drops
EYE ITCH RELIEF,Drops
EYLEA,Syringe
EYLEA,VIAL
EYSUVIS,Eye Dropper
EZ CHAR,Oral Suspension
EZALLOR SPRINKLE,CAP SPRINK
EZETIMIBE,Tablet
EZETIMIBE-SIMVASTATIN,Tablet
EZFE 200,Capsule
FABIOR,Cream (g)
FABIOR,Gel
FABIOR,Foam
FABRAZYME,VIAL
FALMINA,Tablet
FAMCICLOVIR,Tablet
FAMOTIDINE,Tablet
FAMOTIDINE,Oral Suspension
FAMOTIDINE,VIAL
FAMOTIDINE,PIGGYBACK
FANAPT,Tablet
FANAPT,TAB DS PK
FARESTON,Tablet
FARXIGA,Tablet
FARYDAK,Capsule
FASENRA,Syringe
FASENRA PEN,AUTO INJCT
FASLODEX,Syringe
FAST RELIEF LAXATIVE,SUPP.RECT
FATHER JOHNS COUGH SUPPRESSNT,Liquid
FEBUXOSTAT,Tablet
FEIBA NF,VIAL
FELBAMATE,Tablet
FELBAMATE,Oral Suspension
FELBATOL,Tablet
FELBATOL,Oral Suspension
FELDENE,Capsule
FELODIPINE ER,Tablet ER 24H
FEMARA,Tablet
FEMRING,VAG RING
FEMYNOR,Tablet
FENESIN DM IR,Tablet
FENESIN IR,Tablet
FENESIN PE IR,Tablet
FENOFIBRATE,Tablet
FENOFIBRATE,Capsule
FENOFIBRIC ACID,CAPSULE DR
FENOFIBRIC ACID,Tablet
FENOGLIDE,Tablet
FENOGLIDE,Capsule
FENOPROFEN CALCIUM,Capsule
FENOPROFEN CALCIUM,Tablet
FENSOLVI,Syringe
FENTANYL,PATCH TD72
FENTANYL CITRATE,VIAL
FENTANYL CITRATE,LOZENGE HD
FENTANYL CITRATE,AMPUL
FENTANYL CITRATE,Syringe
FENTANYL CITRATE,PLAST. BAG
FENTANYL CITRATE,PCA SYRING
FENTANYL CITRATE,TABLET EFF
FENTANYL CITRATE,PCA VIAL
FENTANYL CITRATE,CARTRIDGE
FENTANYL CITRATE,PUMP RESVR
FENTORA,VIAL
FENTORA,LOZENGE HD
FENTORA,AMPUL
FENTORA,Syringe
FENTORA,PLAST. BAG
FENTORA,PCA SYRING
FENTORA,TABLET EFF
FENTORA,PCA VIAL
FENTORA,CARTRIDGE
FENTORA,PUMP RESVR
FEOSOL,Tablet
FER-IN-SOL,Drops
FERAHEME,VIAL
FERATE,Tablet
FERGON,Tablet
FEROSUL,Tablet
FERRETTS,Tablet
FERRETTS IPS,Liquid
FERRETTS IPS,Capsule
FERREX 150,Capsule
FERRIC X-150,Capsule
FERRIMIN 150,Tablet
FERRIPROX,Tablet
FERRIPROX (2 TIMES A DAY),Tablet
FERRIPROX (3 TIMES A DAY),Tablet
FERRLECIT,VIAL
FERRO-TIME,Tablet
FERROCITE,Tablet
FERROUS FUMARATE,Tablet
FERROUS GLUCONATE,Tablet
FERROUS SULFATE,Tablet
FERROUS SULFATE,ELIXIR
FERROUS SULFATE,Drops
FERROUS SULFATE,Liquid
FERROUS SULFATE,Solution
FERROUS SULFATE,Syringe
FERROUS SULFATE EC,TABLET DR
FERUMOXYTOL,VIAL
FESOTERODINE FUMARATE ER,Tablet ER 24H
FETROJA,VIAL
FETZIMA,CAP SA 24H
FETZIMA,CAP24HDSPK
FEVER REDUCER-PAIN RELIEVER,Oral Suspension
FEVERALL,SUPP.RECT
FEXMID,Tablet
FEXOFENADINE HCL,Tablet
FEXOFENADINE-PSE ER,Tablet ER 12H
FEXOFENADINE-PSE ER,Tablet ER 24H
FIASP,VIAL
FIASP FLEXTOUCH,INSULN PEN
FIASP PENFILL,CARTRIDGE
FIBER,Capsule
FIBER,Tablet
FIBER,Powder
FIBER LAX,Tablet
FIBER LAXATIVE,Tablet
FIBER TABS,Tablet
FIBER THERAPY,Capsule
FIBER THERAPY,Tablet
FIBER THERAPY,Powder
FIBER-LAX,Tablet
FIBERCON,Tablet
FIBRICOR,CAPSULE DR
FIBRICOR,Tablet
FIBRYGA,VIAL
FINACEA,Foam
FINACEA,Gel
FINASTERIDE,Tablet
FINGOLIMOD,Capsule
FINTEPLA,Solution
FINZALA,Chewable Tablet
FIORICET,Tablet
FIORICET,Capsule
FIORICET WITH CODEINE,Capsule
FIRAZYR,Syringe
FIRDAPSE,Tablet
FIRMAGON,VIAL
FIRST AID ANTIBIOTIC,Ointment
FIRST AID ANTISEPTIC,Ointment
FIRST AID ANTISEPTIC,Solution
FIRST AID ANTISEPTIC,SPRAY
FIRVANQ,SOLN RECON
FISH OIL,Capsule
FISH OIL,CAPSULE DR
FISH OIL,Liquid
FISH OIL,Chewable Tablet
FISH OIL OMEGA-3,Capsule
FISH OIL OMEGA-3,CAPSULE DR
FLAC OTIC OIL,Drops
FLAGYL,Tablet
FLAGYL,GEL W/APPL
FLAGYL,Cream (g)
FLAGYL,Gel
FLAGYL,Capsule
FLAGYL,Lotion
FLAGYL,GEL W/PUMP
FLAGYL,PIGGYBACK
FLANAX,Tablet
FLANAX,LOZENGE
FLANAX,LINIMENT
FLANDERS BUTTOCKS OINTMENT,Ointment
FLAREX,Eye Dropper
FLAVOR CHEWS ANTACID,Chewable Tablet
FLAVOXATE HCL,Tablet
FLEBOGAMMA DIF,VIAL
FLECAINIDE ACETATE,Tablet
FLECTOR,PATCH TD12
FLEQSUVY,Oral Suspension
FLEXBUMIN,IV SOLN
FLOLAN,VIAL
FLOLIPID,Oral Suspension
FLOMAX,Capsule
FLONASE ALLERGY RELIEF,SPRAY SUSP
FLONASE ALLERGY RELIEF,Cream (g)
FLONASE ALLERGY RELIEF,Ointment
FLONASE ALLERGY RELIEF,Lotion
FLONASE SENSIMIST,SPRAY SUSP
FLORIVA,Chewable Tablet
FLORIVA,Drops
FLOVENT DISKUS,BLST W/DEV
FLOVENT HFA,AER W/ADAP
FLOXURIDINE,VIAL
FLU HBP,Tablet
FLUAD QUAD 2022-2023,Syringe
FLUARIX QUAD 2022-2023,Syringe
FLUBLOK QUAD 2022-2023,Syringe
FLUCELVAX QUAD 2022-2023,Syringe
FLUCELVAX QUAD 2022-2023,VIAL
FLUCONAZOLE,Tablet
FLUCONAZOLE,Oral Suspension
FLUCONAZOLE-NACL,PIGGYBACK
FLUCONAZOLE-NACL,PGGYBK BTL
FLUCYTOSINE,Capsule
FLUDARABINE PHOSPHATE,VIAL
FLUDROCORTISONE ACETATE,Tablet
FLULAVAL QUAD 2022-2023,Syringe
FLUMADINE,Tablet
FLUMAZENIL,VIAL
FLUMIST QUAD 2022-2023,NAS SP SYR
FLUNISOLIDE,SPRAY
FLUOCINOLONE ACETONIDE,OIL
FLUOCINOLONE ACETONIDE,Solution
FLUOCINOLONE ACETONIDE,Ointment
FLUOCINOLONE ACETONIDE,Cream (g)
FLUOCINOLONE ACETONIDE OIL,Drops
FLUOCINONIDE,Cream (g)
FLUOCINONIDE,Solution
FLUOCINONIDE,Ointment
FLUOCINONIDE,Gel
FLUOCINONIDE-E,Cream (g)
FLUORESCEIN-BENOXINATE,Drops
FLUORIDE,Chewable Tablet
FLUOROMETHOLONE,Eye Dropper
FLUOROPLEX,Cream (g)
FLUOROURACIL,Cream (g)
FLUOROURACIL,Solution
FLUOROURACIL,VIAL
FLUOVIX,Kit
FLUOVIX PLUS,Kit
FLUOXETINE DR,CAPSULE DR
FLUOXETINE HCL,Capsule
FLUOXETINE HCL,Tablet
FLUOXETINE HCL,Solution
FLUPHENAZINE DECANOATE,VIAL
FLUPHENAZINE HCL,Tablet
FLUPHENAZINE HCL,VIAL
FLUPHENAZINE HCL,ELIXIR
FLUPHENAZINE HCL,ORAL CONC
FLURANDRENOLIDE,Lotion
FLURANDRENOLIDE,Ointment
FLURANDRENOLIDE,Cream (g)
FLURAZEPAM HCL,Capsule
FLURBIPROFEN,Tablet
FLURBIPROFEN SODIUM,Drops
FLUTAMIDE,Capsule
FLUTICASONE PROPIONATE,SPRAY SUSP
FLUTICASONE PROPIONATE,Cream (g)
FLUTICASONE PROPIONATE,Ointment
FLUTICASONE PROPIONATE,Lotion
FLUTICASONE PROPIONATE HFA,AER W/ADAP
FLUTICASONE-SALMETEROL,AER POW BA
FLUTICASONE-SALMETEROL,Inhaler
FLUTICASONE-VILANTEROL,BLST W/DEV
FLUVASTATIN ER,Tablet ER 24H
FLUVASTATIN SODIUM,Capsule
FLUVOXAMINE MALEATE,Tablet
FLUVOXAMINE MALEATE ER,Capsule ER 24H
FLUZONE HIGH-DOSE QUAD 2022-23,Syringe
FLUZONE QUAD 2022-2023,Syringe
FLUZONE QUAD 2022-2023,VIAL
FML,Eye Dropper
FML FORTE,Eye Dropper
FOAMING ACNE FACE WASH,CLEANSER
FOAMING ACNE FACE WASH,Gel
FOAMING ACNE FACE WASH,Foam
FOAMING ACNE FACE WASH,TOWELETTE
FOAMING ANTACID,Oral Suspension
FOCALIN,Tablet
FOCALIN XR,CPBP 50-50
FOLIC ACID,Tablet
FOLIC ACID,Capsule
FOLIC ACID,VIAL
FOLLISTIM AQ,CARTRIDGE
FOLOTYN,VIAL
FOMEPIZOLE,VIAL
FONDAPARINUX SODIUM,Syringe
FOOT & SNEAKER,AERO POWD
FORDAGEL,Kit
FORFIVO XL,Tablet ER 24H
FORMOTEROL FUMARATE,VIAL-NEB
FORMULA 3,Solution
FORTEO,PEN INJCTR
FORTESTA,GEL MD PMP
FORTESTA,Gel
FORTESTA,SOL MD PMP
FORTESTA,GEL PACKET
FORTESTA,PELLET(EA)
FOSAMAX,Tablet
FOSAMAX,Solution
FOSAMAX PLUS D,Tablet
FOSAMPRENAVIR CALCIUM,Tablet
FOSAPREPITANT DIMEGLUMINE,VIAL
FOSCARNET SODIUM,INFUS. BTL
FOSCARNET SODIUM,PLAST. BAG
FOSCAVIR,INFUS. BTL
FOSCAVIR,PLAST. BAG
FOSFOMYCIN TROMETHAMINE,PACKET
FOSINOPRIL SODIUM,Tablet
FOSINOPRIL-HYDROCHLOROTHIAZIDE,Tablet
FOSPHENYTOIN SODIUM,VIAL
FOSRENOL,Chewable Tablet
FOTIVDA,Capsule
FRAGMIN,Syringe
FRAGMIN,VIAL
FREEZE IT,Gel
FRESHKOTE,Drops
FROVA,Tablet
FROVATRIPTAN SUCCINATE,Tablet
FRUIT C-500,Tablet
FRUIT C-500,Chewable Tablet
FRUIT C-500,Capsule
FRUIT C-500,Capsule ER
FRUIT C-500,SYRUP
FRUIT C-500,Liquid
FRUIT C-500,Powder
FRUIT C-500,LOZENGE
FRUIT C-500,WAFER
FRUIT C-500,EFFPOWDPKT
FRUIT C-500,POWD PACK
FUL-GLO,STRIP
FULPHILA,Syringe
FULVESTRANT,Syringe
FUNGOID TINCTURE,TINCTURE
FUNGOID-D,Cream (g)
FURADANTIN,Capsule
FURADANTIN,Oral Suspension
FUROSCIX,Kit
FUROSEMIDE,Tablet
FUROSEMIDE,Solution
FUROSEMIDE,VIAL
FUROSEMIDE,Syringe
FUSILEV,VIAL
FUZEON,VIAL
FYARRO,VIAL
FYAVOLV,Tablet
FYCOMPA,Tablet
FYCOMPA,Oral Suspension
FYLNETRA,Syringe
FYREMADEL,Syringe
G TUSSIN AC,Liquid
G-FENESIN,Tablet
G-FENESIN DM,Tablet
G-LEVOCARNITINE,Tablet
G-LEVOCARNITINE,Solution
G-TRON,Drops
G-TRON PED,Liquid
GABAPENTIN,Capsule
GABAPENTIN,Tablet
GABAPENTIN,Solution
GABITRIL,Tablet
GABLOFEN,Tablet
GABLOFEN,Solution
GABLOFEN,Syringe
GABLOFEN,VIAL
GADAVIST,VIAL
GADAVIST,Syringe
GADOTERATE MEGLUMINE,VIAL
GALAFOLD,Capsule
GALANTAMINE ER,CAP24H PEL
GALANTAMINE HBR,Tablet
GALANTAMINE HYDROBROMIDE,Solution
GALZIN,Capsule
GAMASTAN,VIAL
GAMASTAN S-D,VIAL
GAMIFANT,VIAL
GAMMAGARD LIQUID,VIAL
GAMMAGARD S-D,VIAL
GAMMAKED,VIAL
GAMMAPLEX,VIAL
GAMUNEX-C,VIAL
GANCICLOVIR,PLAST. BAG
GANCICLOVIR SODIUM,VIAL
GANIRELIX ACETATE,Syringe
GARDASIL 9,Syringe
GARDASIL 9,VIAL
GAS RELIEF,Chewable Tablet
GAS RELIEF,Capsule
GAS RELIEF,Eye Dropper
GAS-X,Capsule
GAS-X,STRIP
GAS-X,Chewable Tablet
GAS-X ULTRA STRENGTH,Capsule
GASTROCROM,SPRAY/PUMP
GASTROCROM,Drops
GASTROCROM,ORAL CONC
GASTROCROM,AMPUL-NEB
GATIFLOXACIN,Drops
GATTEX,Kit
GAVILAX,Powder
GAVILAX,POWD PACK
GAVILYTE-C,SOLN RECON
GAVILYTE-G,SOLN RECON
GAVISCON,Chewable Tablet
GAVISCON,Oral Suspension
GAVRETO,Capsule
GAZYVA,VIAL
GEL-KAM,Gel
GELNIQUE,GEL PACKET
GELSYN-3,Syringe
GELUSIL,Chewable Tablet
GEMCITABINE HCL,VIAL
GEMFIBROZIL,Tablet
GEMMILY,Capsule
GEMTESA,Tablet
GEN7T,Lotion
GEN7T,Patch
GENCONTUSS,Liquid
GENERESS FE,Chewable Tablet
GENERLAC,Solution
GENGRAF,Capsule
GENGRAF,Solution
GENICIN,Capsule
GENICIN,Tablet
GENOTROPIN,CARTRIDGE
GENOTROPIN,Syringe
GENTAK,Ointment
GENTAMICIN SULFATE,Drops
GENTAMICIN SULFATE,Ointment
GENTAMICIN SULFATE,Cream (g)
GENTAMICIN SULFATE,VIAL
GENTAMICIN SULFATE,VIAL PORT
GENTAMICIN SULFATE IN NS,PIGGYBACK
GENTEAL TEARS,Drops
GENTEAL TEARS,DROPERETTE
GENTEAL TEARS SEVERE,DROPS GEL
GENTEAL TEARS SEVERE,Ointment
GENTEAL TEARS SEVERE,Gel
GENTIAN VIOLET,Solution
GENTLE LAXATIVE,TABLET DR
GENTLE LAXATIVE,SUPP.RECT
GENTLE LAXATIVE,Tablet
GENTLELAX,Powder
GENVISC 850,Syringe
GENVOYA,Tablet
GEODON,Capsule
GERI-DRYL,Liquid
GERI-DRYL,Tablet
GERI-KOT,Tablet
GERI-LANTA,Oral Suspension
GERI-MOX,Oral Suspension
GERI-MUCIL,Powder
GIAPREZA,VIAL
GILENYA,Capsule
GILOTRIF,Tablet
GIMOTI,SPRAY/PUMP
GIVLAARI,VIAL
GLASSIA,VIAL
GLATIRAMER ACETATE,Syringe
GLATOPA,Syringe
GLEEVEC,Tablet
GLENMAX PEB DM,Liquid
GLEOLAN,SOLN RECON
GLEOSTINE,Capsule
GLIADEL,WAFER
GLIMEPIRIDE,Tablet
GLIPIZIDE,Tablet
GLIPIZIDE ER,TAB ER 24
GLIPIZIDE XL,TAB ER 24
GLIPIZIDE-METFORMIN,Tablet
GLOPERBA,Solution
GLOSTRIPS,STRIP
GLUCAGEN,VIAL
GLUCAGON EMERGENCY KIT,VIAL
GLUCAGON HCL,VIAL
GLUCO BURST,Gel
GLUCO BURST,Oral Suspension
GLUCOSAMINE SULFATE,Capsule
GLUCOSAMINE SULFATE,Tablet
GLUCOSAMINE-CHONDROITIN,Capsule
GLUCOSAMINE-CHONDROITIN,Tablet
GLUCOSAMINE-CHONDROITIN,Liquid
GLUCOSAMINE-CHONDROITIN,Chewable Tablet
GLUCOSE,Chewable Tablet
GLUCOSE,Liquid
GLUCOSE GEL,Gel
GLUCOSE IN WATER,IV SOLN
GLUCOSE IN WATER,VIAL
GLUCOSE IN WATER,Syringe
GLUCOSE IN WATER,PGGYBK PRT
GLUCOSE IN WATER,PGY VL PRT
GLUCOSE IN WATER,DEHP FR BG
GLUCOTROL XL,TAB ER 24
GLUMETZA,TABERGR24H
GLY-OXIDE,Solution
GLYBURIDE,Tablet
GLYBURIDE MICRONIZED,Tablet
GLYBURIDE-METFORMIN HCL,Tablet
GLYCATE,Tablet
GLYCATE,Solution
GLYCATE,VIAL
GLYCATE,Syringe
GLYCERIN,SUPP.RECT
GLYCERIN,Solution
GLYCERIN,Liquid
GLYCINE,IRRIG SOLN
GLYCINE,Powder
GLYCINE,POWD PACK
GLYCOPYRROLATE,Tablet
GLYCOPYRROLATE,Solution
GLYCOPYRROLATE,VIAL
GLYCOPYRROLATE,Syringe
GLYDO,JEL/PF APP
GLYNASE,Tablet
GLYXAMBI,Tablet
GOCOVRI,Capsule ER 24H
GOLYTELY,SOLN RECON
GONAK,Drops
GONIOTAIRE,Drops
GONITRO,POWD PACK
GORDOCHOM,Solution
GORDOFILM,SOL W/APPL
GORMEL,Cream (g)
GRALISE,Tablet ER 24H
GRALISE,TAB24HDSPK
GRANISETRON HCL,Tablet
GRANISETRON HCL,VIAL
GRANIX,Syringe
GRANIX,VIAL
GRASTEK,Subligual Tab
GRISEOFULVIN,Oral Suspension
GRISEOFULVIN,Tablet
GRISEOFULVIN ULTRAMICROSIZE,Tablet
GUAIASORB DM,Liquid
GUAIATUSSIN AC,Liquid
GUAIFENESIN,Liquid
GUAIFENESIN,Tablet
GUAIFENESIN AC,Liquid
GUAIFENESIN DAC,SYRUP
GUAIFENESIN ER,Tablet ER 12H
GUAIFENESIN-CODEINE,Liquid
GUAIFENESIN-DEXTROMETHORPHAN,SYRUP
GUAIFENESIN-DEXTROMETHORPHAN,Liquid
GUAIFENESIN-DEXTROMETHORPHAN,Tablet
GUAIFENESIN-DM ER,Tablet ER 12H
GUAIFENESIN-PSEUDOEPHEDRINE,Tablet
GUAIFENESIN-PSEUDOEPHEDRINE ER,Tablet ER 12H
GUANFACINE HCL,Tablet
GUANFACINE HCL ER,Tablet ER 24H
GVOKE,VIAL
GVOKE HYPOPEN 1-PACK,AUTO INJCT
GVOKE HYPOPEN 2-PACK,AUTO INJCT
GVOKE PFS 1-PACK SYRINGE,Syringe
GVOKE PFS 2-PACK SYRINGE,Syringe
GYNAZOLE 1,CRM/PF APP
GYNE-LOTRIMIN,CREAM/APPL
GYNE-LOTRIMIN-7,Cream (g)
H-CHLOR 12,Solution
H-CHLOR 6,Solution
H2Q,Capsule
HAEGARDA,VIAL
HAILEY,Tablet
HAILEY 24 FE,Tablet
HAILEY FE,Tablet
HAIR REGROWTH TREATMENT,Solution
HAIR REGROWTH TREATMENT,Foam
HALAVEN,VIAL
HALCINONIDE,Cream (g)
HALCION,Tablet
HALDOL DECANOATE 100,AMPUL
HALDOL DECANOATE 50,VIAL
HALDOL DECANOATE 50,AMPUL
HALOBETASOL PROPIONATE,Ointment
HALOBETASOL PROPIONATE,Cream (g)
HALOBETASOL PROPIONATE,Foam
HALOETTE,VAG RING
HALOG,Solution
HALOG,Cream (g)
HALOG,Ointment
HALOPERIDOL,Tablet
HALOPERIDOL DECANOATE,VIAL
HALOPERIDOL DECANOATE,AMPUL
HALOPERIDOL DECANOATE 100,AMPUL
HALOPERIDOL LACTATE,ORAL CONC
HALOPERIDOL LACTATE,AMPUL
HALOPERIDOL LACTATE,VIAL
HALOPERIDOL LACTATE,Syringe
HARVONI,Tablet
HARVONI,PELET PACK
HAVRIX,Syringe
HEATHER,Tablet
HECTOROL,Capsule
HECTOROL,VIAL
HEMADY,Tablet
HEMANGEOL,Solution
HEMGENIX,Kit
HEMLIBRA,VIAL
HEMMOREX-HC,SUPP.RECT
HEMOCYTE,Tablet
HEMOFIL M,VIAL
HEPAGAM B,VIAL
HEPARIN FLUSH,Syringe
HEPARIN FLUSH,Kit
HEPARIN FLUSH,VIAL
HEPARIN LOCK,VIAL
HEPARIN SODIUM,VIAL
HEPARIN SODIUM,Syringe
HEPARIN SODIUM,CARTRIDGE
HEPARIN SODIUM-D5W,IV SOLN
HEPLISAV-B,Syringe
HEPSERA,Tablet
HERBIOMED SEVERE COLD-FLU M-S,Liquid
HERCEPTIN,VIAL
HERCEPTIN HYLECTA,VIAL
HERZUMA,VIAL
HETLIOZ,Capsule
HETLIOZ LQ,Oral Suspension
HEXATRIONE,AMPUL
HI-CAL,Tablet
HI-CAL,Liquid
HIBERIX,VIAL
HIBICLENS,Liquid
HIPREX,Tablet
HISTEX,Drops
HISTEX,Liquid
HISTEX PD,Drops
HISTEX PD,Liquid
HISTEX PDX,Drops
HIZENTRA,VIAL
HIZENTRA,Syringe
HORIZANT,Tablet
HUMALOG,VIAL
HUMALOG,CARTRIDGE
HUMALOG JUNIOR KWIKPEN,INS PEN HF
HUMALOG KWIKPEN U-100,INSULN PEN
HUMALOG KWIKPEN U-200,INSULN PEN
HUMALOG MIX 50-50,VIAL
HUMALOG MIX 50-50 KWIKPEN,INSULN PEN
HUMALOG MIX 75-25,VIAL
HUMALOG MIX 75-25 KWIKPEN,INSULN PEN
HUMALOG TEMPO PEN U-100,INSULN PEN
HUMATE-P,VIAL
HUMATIN,Capsule
HUMATROPE,CARTRIDGE
HUMATROPE,VIAL
HUMIRA,SYRINGEKIT
HUMIRA PEN,PEN IJ KIT
HUMIRA PEN CROHNS-UC-HS,PEN IJ KIT
HUMIRA PEN PSOR-UVEITS-ADOL HS,PEN IJ KIT
HUMIRA(CF),SYRINGEKIT
HUMIRA(CF) PEDIATRIC CROHNS,SYRINGEKIT
HUMIRA(CF) PEN,PEN IJ KIT
HUMIRA(CF) PEN CROHNS-UC-HS,PEN IJ KIT
HUMIRA(CF) PEN PEDIATRIC UC,PEN IJ KIT
HUMIRA(CF) PEN PSOR-UV-ADOL HS,PEN IJ KIT
HUMULIN 70-30,VIAL
HUMULIN 70-30 KWIKPEN,INSULN PEN
HUMULIN N,VIAL
HUMULIN N KWIKPEN,INSULN PEN
HUMULIN R,VIAL
HUMULIN R U-500,VIAL
HUMULIN R U-500 KWIKPEN,INSULN PEN
HURRICAINE,SPRAY
HURRICAINE,Gel
HURRICAINE,Solution
HURRICAINE,MED. SWAB
HURRICAINE,GEL PACKET
HURRICAINE,GEL W/APPL
HYALGAN,Syringe
HYCAMTIN,VIAL
HYCAMTIN,Capsule
HYCODAN,SYRUP
HYDRALAZINE HCL,Tablet
HYDRALAZINE HCL,VIAL
HYDREA,Capsule
HYDRO 35,Cream (g)
HYDRO 35,Lotion
HYDRO 35,GEL (ML)
HYDRO 35,SOL/PF APP
HYDRO 35,Foam
HYDRO 40,Foam
HYDROCHLOROTHIAZIDE,Tablet
HYDROCHLOROTHIAZIDE,Capsule
HYDROCODONE BITARTRATE ER,Capsule ER 12H
HYDROCODONE BITARTRATE ER,Tablet ER 24H
HYDROCODONE COMPOUND,SYRUP
HYDROCODONE-ACETAMINOPHEN,Tablet
HYDROCODONE-ACETAMINOPHEN,Solution
HYDROCODONE-CHLORPHENIRAMNE ER,SUS ER 12H
HYDROCODONE-HOMATROPINE MBR,Tablet
HYDROCODONE-HOMATROPINE MBR,SYRUP
HYDROCODONE-IBUPROFEN,Tablet
HYDROCORTISONE,Cream (g)
HYDROCORTISONE,Ointment
HYDROCORTISONE,CRM/PE APP
HYDROCORTISONE,Tablet
HYDROCORTISONE,Lotion
HYDROCORTISONE,ENEMA
HYDROCORTISONE ACETATE,SUPP.RECT
HYDROCORTISONE ACETATE,Cream (g)
HYDROCORTISONE BUTYRATE,Cream (g)
HYDROCORTISONE BUTYRATE,Lotion
HYDROCORTISONE BUTYRATE,Ointment
HYDROCORTISONE BUTYRATE,Solution
HYDROCORTISONE PLUS,Cream (g)
HYDROCORTISONE VALERATE,Cream (g)
HYDROCORTISONE VALERATE,Ointment
HYDROCORTISONE-ACETIC ACID,Drops
HYDROCORTISONE-ALOE,Cream (g)
HYDROCORTISONE-IODOQUINOL,Cream (g)
HYDROCORTISONE-IODOQUINOL-ALOE,CREAM PACK
HYDROCORTISONE-PRAMOXINE,CREAM/APPL
HYDROCORTISONE-PRAMOXINE,Cream (g)
HYDROCORTISONE-PRAMOXINE,SUPP.RECT
HYDROCREAM,Cream (g)
HYDROCREAM,Ointment
